start_preprocess,e_preprocess,end_preprocess,start_infer,e_infer,end_infer,start_postprocess,e_postprocess,end_postprocess,execution_time,cycle_time,frame_rate
2850462.89,9.84,2850472.73,2850472.73,19.17,2850491.90,2850491.90,0.01,2850491.91,29.02,29.12,34.34
2850491.91,9.84,2850501.74,2850501.74,19.15,2850520.90,2850520.90,0.01,2850520.91,29.00,29.02,34.46
2850520.91,9.89,2850530.80,2850530.80,19.17,2850549.96,2850549.96,0.01,2850549.97,29.06,29.00,34.48
2850549.97,9.86,2850559.84,2850559.84,19.20,2850579.03,2850579.03,0.01,2850579.04,29.07,29.06,34.41
2850579.04,9.89,2850588.93,2850588.93,19.27,2850608.20,2850608.20,0.01,2850608.21,29.16,29.07,34.40
2850608.21,9.85,2850618.06,2850618.06,19.14,2850637.20,2850637.20,0.01,2850637.21,29.00,29.17,34.29
2850637.21,9.83,2850647.04,2850647.04,19.18,2850666.22,2850666.22,0.01,2850666.23,29.02,29.00,34.48
2850666.23,9.87,2850676.10,2850676.10,19.12,2850695.22,2850695.22,0.01,2850695.22,28.99,29.02,34.46
2850695.22,9.92,2850705.15,2850705.15,19.13,2850724.28,2850724.28,0.01,2850724.28,29.06,28.99,34.49
2850724.29,9.91,2850734.20,2850734.20,19.17,2850753.37,2850753.37,0.01,2850753.38,29.09,29.06,34.41
2850753.38,9.85,2850763.23,2850763.23,19.36,2850782.59,2850782.59,0.01,2850782.60,29.22,29.09,34.37
2850782.60,9.99,2850792.59,2850792.59,19.14,2850811.74,2850811.74,0.01,2850811.74,29.14,29.22,34.22
2850811.75,9.86,2850821.61,2850821.61,19.26,2850840.86,2850840.86,0.01,2850840.87,29.13,29.14,34.31
2850840.87,9.85,2850850.73,2850850.73,19.13,2850869.85,2850869.85,0.01,2850869.86,28.99,29.13,34.33
2850869.86,9.88,2850879.75,2850879.75,19.30,2850899.04,2850899.04,0.01,2850899.05,29.19,28.99,34.49
2850899.05,9.93,2850908.98,2850908.98,19.22,2850928.21,2850928.21,0.01,2850928.21,29.16,29.19,34.26
2850928.22,9.88,2850938.09,2850938.09,19.19,2850957.28,2850957.28,0.01,2850957.29,29.07,29.16,34.29
2850957.29,9.92,2850967.21,2850967.21,19.16,2850986.38,2850986.38,0.01,2850986.38,29.09,29.08,34.39
2850986.38,9.90,2850996.29,2850996.29,19.18,2851015.47,2851015.47,0.01,2851015.48,29.09,29.09,34.37
2851015.48,9.88,2851025.35,2851025.35,19.13,2851044.49,2851044.49,0.01,2851044.49,29.01,29.09,34.37
2851044.49,9.83,2851054.33,2851054.33,19.27,2851073.60,2851073.60,0.01,2851073.60,29.11,29.02,34.46
2851073.61,9.91,2851083.52,2851083.52,19.36,2851102.87,2851102.87,0.01,2851102.88,29.28,29.11,34.35
2851102.88,9.91,2851112.79,2851112.79,19.25,2851132.04,2851132.04,0.01,2851132.04,29.16,29.28,34.16
2851132.04,9.91,2851141.95,2851141.95,19.14,2851161.09,2851161.09,0.01,2851161.10,29.05,29.16,34.29
2851161.10,9.88,2851170.98,2851170.98,19.15,2851190.13,2851190.13,0.01,2851190.13,29.03,29.05,34.42
2851190.13,9.90,2851200.03,2851200.03,19.16,2851219.19,2851219.19,0.01,2851219.20,29.07,29.04,34.44
2851219.20,9.86,2851229.07,2851229.07,19.14,2851248.20,2851248.20,0.01,2851248.21,29.01,29.07,34.40
2851248.21,9.84,2851258.05,2851258.05,19.24,2851277.29,2851277.29,0.01,2851277.30,29.09,29.01,34.47
2851277.30,9.90,2851287.20,2851287.20,19.28,2851306.48,2851306.48,0.01,2851306.48,29.19,29.09,34.38
2851306.49,9.93,2851316.41,2851316.41,19.20,2851335.61,2851335.61,0.01,2851335.62,29.13,29.19,34.26
2851335.62,9.85,2851345.47,2851345.47,19.12,2851364.59,2851364.59,0.01,2851364.59,28.98,29.13,34.33
2851364.60,9.83,2851374.42,2851374.42,19.19,2851393.62,2851393.62,0.01,2851393.62,29.03,28.98,34.51
2851393.63,9.84,2851403.47,2851403.47,19.15,2851422.62,2851422.62,0.01,2851422.63,29.00,29.03,34.45
2851422.63,9.87,2851432.50,2851432.50,19.22,2851451.72,2851451.72,0.01,2851451.73,29.09,29.00,34.48
2851451.73,9.91,2851461.64,2851461.64,19.23,2851480.87,2851480.87,0.01,2851480.88,29.15,29.10,34.37
2851480.88,9.95,2851490.83,2851490.83,19.16,2851509.99,2851509.99,0.01,2851510.00,29.12,29.15,34.30
2851510.00,9.94,2851519.93,2851519.93,19.21,2851539.14,2851539.14,0.01,2851539.15,29.15,29.12,34.34
2851539.15,9.89,2851549.04,2851549.04,19.16,2851568.21,2851568.21,0.01,2851568.21,29.06,29.15,34.30
2851568.21,9.89,2851578.11,2851578.11,19.19,2851597.30,2851597.30,0.01,2851597.30,29.09,29.06,34.41
2851597.31,9.89,2851607.20,2851607.20,19.17,2851626.36,2851626.36,0.01,2851626.37,29.06,29.09,34.37
2851626.37,9.96,2851636.33,2851636.33,19.23,2851655.56,2851655.56,0.01,2851655.56,29.19,29.07,34.41
2851655.57,9.86,2851665.43,2851665.43,19.17,2851684.60,2851684.60,0.01,2851684.61,29.04,29.19,34.25
2851684.61,9.82,2851694.44,2851694.44,19.15,2851713.58,2851713.58,0.01,2851713.59,28.98,29.05,34.43
2851713.59,9.88,2851723.48,2851723.48,19.16,2851742.64,2851742.64,0.01,2851742.65,29.06,28.98,34.50
2851742.65,9.94,2851752.59,2851752.59,19.14,2851771.73,2851771.73,0.01,2851771.74,29.09,29.06,34.42
2851771.74,9.90,2851781.64,2851781.64,19.17,2851800.81,2851800.81,0.01,2851800.82,29.08,29.09,34.37
2851800.82,9.89,2851810.71,2851810.71,19.21,2851829.93,2851829.93,0.01,2851829.93,29.11,29.08,34.39
2851829.93,9.91,2851839.84,2851839.84,19.28,2851859.12,2851859.12,0.01,2851859.13,29.20,29.11,34.35
2851859.13,9.86,2851869.00,2851869.00,19.10,2851888.10,2851888.10,0.01,2851888.10,28.97,29.20,34.25
2851888.10,9.84,2851897.95,2851897.95,19.17,2851917.12,2851917.12,0.01,2851917.13,29.02,28.97,34.52
2851917.13,9.86,2851926.99,2851926.99,19.23,2851946.21,2851946.21,0.01,2851946.22,29.09,29.03,34.45
2851946.22,9.87,2851956.10,2851956.10,19.21,2851975.31,2851975.31,0.01,2851975.32,29.09,29.09,34.37
2851975.32,9.97,2851985.29,2851985.29,19.20,2852004.49,2852004.49,0.01,2852004.50,29.18,29.09,34.37
2852004.50,9.84,2852014.34,2852014.34,19.12,2852033.45,2852033.45,0.01,2852033.46,28.96,29.18,34.27
2852033.46,9.86,2852043.32,2852043.32,19.10,2852062.43,2852062.43,0.01,2852062.43,28.97,28.96,34.53
2852062.43,9.85,2852072.28,2852072.28,19.15,2852091.43,2852091.43,0.01,2852091.44,29.01,28.97,34.52
2852091.44,9.84,2852101.28,2852101.28,19.17,2852120.45,2852120.45,0.01,2852120.45,29.01,29.01,34.47
2852120.46,9.84,2852130.29,2852130.30,19.25,2852149.55,2852149.55,0.01,2852149.55,29.10,29.02,34.46
2852149.55,10.01,2852159.56,2852159.57,19.23,2852178.79,2852178.79,0.01,2852178.80,29.25,29.10,34.37
2852178.80,9.86,2852188.66,2852188.66,19.10,2852207.77,2852207.77,0.01,2852207.78,28.97,29.25,34.19
2852207.78,9.92,2852217.70,2852217.70,19.15,2852236.84,2852236.84,0.01,2852236.85,29.07,28.97,34.51
2852236.85,9.82,2852246.68,2852246.68,19.15,2852265.83,2852265.83,0.01,2852265.84,28.99,29.08,34.39
2852265.84,9.90,2852275.74,2852275.74,19.18,2852294.91,2852294.91,0.01,2852294.92,29.08,28.99,34.50
2852294.92,9.90,2852304.83,2852304.83,19.29,2852324.11,2852324.11,0.01,2852324.12,29.20,29.08,34.39
2852324.12,9.84,2852333.97,2852333.97,19.25,2852353.22,2852353.22,0.01,2852353.22,29.10,29.20,34.25
2852353.23,9.90,2852363.12,2852363.12,19.17,2852382.29,2852382.29,0.01,2852382.30,29.07,29.10,34.36
2852382.30,9.90,2852392.20,2852392.20,19.18,2852411.38,2852411.38,0.01,2852411.39,29.09,29.07,34.39
2852411.39,9.96,2852421.35,2852421.35,19.29,2852440.63,2852440.63,0.01,2852440.64,29.26,29.09,34.38
2852440.65,9.91,2852450.55,2852450.55,19.20,2852469.75,2852469.75,0.01,2852469.76,29.11,29.26,34.18
2852469.76,9.94,2852479.69,2852479.69,19.19,2852498.88,2852498.88,0.01,2852498.89,29.13,29.11,34.35
2852498.89,9.86,2852508.75,2852508.75,19.26,2852528.01,2852528.01,0.01,2852528.02,29.13,29.13,34.33
2852528.02,9.91,2852537.93,2852537.93,19.19,2852557.11,2852557.11,0.01,2852557.12,29.10,29.13,34.33
2852557.12,9.83,2852566.96,2852566.96,19.17,2852586.13,2852586.13,0.01,2852586.14,29.01,29.11,34.36
2852586.14,9.93,2852596.07,2852596.07,19.17,2852615.24,2852615.24,0.01,2852615.24,29.11,29.01,34.47
2852615.25,9.87,2852625.12,2852625.12,19.16,2852644.28,2852644.28,0.01,2852644.29,29.04,29.11,34.35
2852644.29,9.83,2852654.12,2852654.12,19.21,2852673.33,2852673.33,0.01,2852673.33,29.05,29.04,34.43
2852673.33,9.92,2852683.25,2852683.25,19.23,2852702.49,2852702.49,0.01,2852702.49,29.16,29.05,34.43
2852702.50,9.90,2852712.39,2852712.39,19.14,2852731.53,2852731.53,0.01,2852731.54,29.04,29.16,34.29
2852731.54,9.87,2852741.41,2852741.41,19.15,2852760.56,2852760.56,0.01,2852760.57,29.03,29.04,34.43
2852760.57,9.90,2852770.47,2852770.47,19.30,2852789.77,2852789.77,0.01,2852789.78,29.21,29.03,34.45
2852789.78,9.94,2852799.72,2852799.72,19.15,2852818.86,2852818.86,0.01,2852818.87,29.09,29.21,34.24
2852818.87,9.93,2852828.80,2852828.80,19.23,2852848.03,2852848.03,0.01,2852848.03,29.16,29.09,34.38
2852848.03,9.92,2852857.96,2852857.96,19.18,2852877.14,2852877.14,0.01,2852877.15,29.11,29.16,34.29
2852877.15,9.83,2852886.98,2852886.98,19.17,2852906.15,2852906.15,0.01,2852906.15,29.00,29.12,34.35
2852906.16,9.89,2852916.05,2852916.05,19.12,2852935.17,2852935.17,0.01,2852935.18,29.02,29.01,34.48
2852935.18,9.89,2852945.07,2852945.07,19.19,2852964.26,2852964.26,0.01,2852964.26,29.09,29.02,34.46
2852964.27,9.88,2852974.14,2852974.14,19.14,2852993.28,2852993.28,0.01,2852993.29,29.02,29.09,34.38
2852993.29,9.89,2853003.18,2853003.18,19.25,2853022.43,2853022.43,0.01,2853022.44,29.15,29.02,34.46
2853022.44,9.94,2853032.39,2853032.39,19.23,2853051.61,2853051.61,0.01,2853051.62,29.18,29.15,34.30
2853051.62,9.90,2853061.52,2853061.52,19.12,2853080.65,2853080.65,0.01,2853080.65,29.03,29.18,34.27
2853080.67,9.82,2853090.49,2853090.49,19.18,2853109.66,2853109.66,0.01,2853109.67,29.00,29.05,34.43
2853109.67,9.88,2853119.55,2853119.55,19.14,2853138.69,2853138.69,0.01,2853138.70,29.03,29.00,34.48
2853138.70,9.86,2853148.56,2853148.56,19.31,2853167.86,2853167.87,0.01,2853167.87,29.17,29.03,34.45
2853167.88,9.85,2853177.73,2853177.73,19.35,2853197.07,2853197.07,0.01,2853197.08,29.20,29.18,34.28
2853197.08,9.85,2853206.93,2853206.93,19.19,2853226.12,2853226.12,0.01,2853226.13,29.05,29.20,34.24
2853226.13,9.86,2853235.99,2853235.99,19.17,2853255.16,2853255.16,0.01,2853255.17,29.04,29.05,34.43
2853255.17,9.94,2853265.11,2853265.11,19.31,2853284.42,2853284.42,0.01,2853284.43,29.26,29.04,34.43
2853284.43,9.89,2853294.32,2853294.32,19.17,2853313.49,2853313.49,0.01,2853313.50,29.07,29.26,34.18
2853313.50,9.85,2853323.34,2853323.35,19.17,2853342.51,2853342.51,0.01,2853342.52,29.02,29.07,34.40
2853342.52,9.91,2853352.43,2853352.43,19.18,2853371.61,2853371.61,0.01,2853371.62,29.09,29.02,34.46
2853371.62,9.86,2853381.47,2853381.47,19.20,2853400.67,2853400.67,0.01,2853400.68,29.06,29.10,34.37
2853400.68,9.84,2853410.52,2853410.52,19.12,2853429.63,2853429.63,0.01,2853429.64,28.96,29.06,34.41
2853429.64,9.92,2853439.56,2853439.56,19.16,2853458.73,2853458.73,0.01,2853458.73,29.09,28.97,34.52
2853458.73,9.91,2853468.64,2853468.64,19.15,2853487.79,2853487.79,0.01,2853487.80,29.06,29.09,34.38
2853487.80,9.85,2853497.65,2853497.65,19.15,2853516.80,2853516.80,0.01,2853516.80,29.01,29.06,34.41
2853516.81,9.90,2853526.71,2853526.71,19.23,2853545.94,2853545.94,0.01,2853545.94,29.14,29.01,34.47
2853545.95,9.88,2853555.82,2853555.82,19.21,2853575.03,2853575.03,0.01,2853575.04,29.09,29.14,34.32
2853575.04,9.90,2853584.94,2853584.94,19.17,2853604.11,2853604.11,0.01,2853604.11,29.07,29.09,34.37
2853604.11,9.84,2853613.96,2853613.96,19.18,2853633.13,2853633.13,0.01,2853633.14,29.03,29.08,34.39
2853633.14,9.86,2853643.00,2853643.00,19.13,2853662.13,2853662.13,0.01,2853662.14,29.00,29.03,34.45
2853662.14,9.89,2853672.03,2853672.03,19.18,2853691.22,2853691.22,0.01,2853691.22,29.08,29.00,34.49
2853691.22,9.89,2853701.11,2853701.12,19.26,2853720.38,2853720.38,0.01,2853720.39,29.16,29.08,34.38
2853720.39,9.89,2853730.28,2853730.28,19.26,2853749.54,2853749.54,0.01,2853749.55,29.16,29.16,34.29
2853749.55,9.86,2853759.41,2853759.41,19.26,2853778.68,2853778.68,0.01,2853778.68,29.14,29.16,34.29
2853778.70,9.93,2853788.63,2853788.63,19.16,2853807.79,2853807.79,0.01,2853807.79,29.09,29.15,34.30
2853807.79,9.84,2853817.63,2853817.63,19.24,2853836.87,2853836.87,0.01,2853836.88,29.09,29.09,34.37
2853836.88,9.89,2853846.77,2853846.77,19.17,2853865.95,2853865.95,0.01,2853865.95,29.07,29.09,34.38
2853865.96,9.94,2853875.89,2853875.89,19.38,2853895.27,2853895.27,0.01,2853895.28,29.32,29.07,34.40
2853895.28,9.94,2853905.22,2853905.22,19.40,2853924.62,2853924.62,0.01,2853924.62,29.34,29.32,34.10
2853924.63,9.89,2853934.52,2853934.52,19.20,2853953.72,2853953.72,0.01,2853953.72,29.10,29.35,34.08
2853953.73,10.04,2853963.77,2853963.77,19.22,2853982.99,2853982.99,0.01,2853983.00,29.27,29.10,34.36
2853983.00,9.94,2853992.94,2853992.94,19.18,2854012.13,2854012.13,0.01,2854012.13,29.13,29.28,34.16
2854012.13,9.87,2854022.01,2854022.01,19.15,2854041.16,2854041.16,0.01,2854041.16,29.03,29.13,34.33
2854041.16,9.92,2854051.08,2854051.08,19.22,2854070.30,2854070.30,0.01,2854070.31,29.14,29.03,34.45
2854070.31,9.93,2854080.24,2854080.24,19.26,2854099.50,2854099.50,0.01,2854099.50,29.19,29.14,34.31
2854099.51,9.95,2854109.46,2854109.46,19.18,2854128.63,2854128.63,0.01,2854128.64,29.13,29.20,34.25
2854128.64,9.84,2854138.48,2854138.48,19.18,2854157.66,2854157.66,0.01,2854157.67,29.03,29.14,34.32
2854157.67,9.89,2854167.55,2854167.55,19.14,2854186.70,2854186.70,0.01,2854186.70,29.03,29.03,34.45
2854186.70,10.00,2854196.70,2854196.70,19.12,2854215.82,2854215.82,0.01,2854215.83,29.13,29.03,34.44
2854215.83,9.86,2854225.70,2854225.70,19.25,2854244.94,2854244.95,0.01,2854244.95,29.12,29.13,34.33
2854244.96,9.84,2854254.80,2854254.80,19.27,2854274.06,2854274.06,0.01,2854274.07,29.12,29.12,34.34
2854274.07,9.92,2854284.00,2854284.00,19.12,2854303.12,2854303.12,0.01,2854303.13,29.05,29.12,34.34
2854303.13,9.92,2854313.04,2854313.04,19.14,2854332.18,2854332.18,0.01,2854332.19,29.06,29.06,34.42
2854332.19,9.85,2854342.04,2854342.04,19.17,2854361.21,2854361.21,0.01,2854361.22,29.03,29.06,34.41
2854361.22,9.89,2854371.11,2854371.11,19.19,2854390.30,2854390.30,0.01,2854390.31,29.09,29.03,34.45
2854390.31,9.97,2854400.28,2854400.28,19.23,2854419.51,2854419.51,0.01,2854419.52,29.21,29.09,34.37
2854419.52,9.86,2854429.39,2854429.39,19.22,2854448.61,2854448.61,0.01,2854448.61,29.09,29.21,34.23
2854448.61,9.85,2854458.46,2854458.46,19.18,2854477.64,2854477.64,0.01,2854477.65,29.03,29.09,34.37
2854477.66,9.87,2854487.53,2854487.53,19.13,2854506.66,2854506.66,0.01,2854506.67,29.00,29.05,34.43
2854506.67,9.84,2854516.51,2854516.51,19.17,2854535.67,2854535.67,0.01,2854535.68,29.01,29.01,34.47
2854535.68,9.91,2854545.59,2854545.59,19.15,2854564.74,2854564.74,0.01,2854564.75,29.07,29.01,34.47
2854564.75,9.96,2854574.71,2854574.71,19.29,2854594.00,2854594.00,0.01,2854594.00,29.25,29.07,34.40
2854594.01,9.93,2854603.93,2854603.93,19.29,2854623.23,2854623.23,0.01,2854623.23,29.23,29.26,34.18
2854623.23,9.89,2854633.12,2854633.12,19.10,2854652.23,2854652.23,0.01,2854652.23,29.00,29.23,34.21
2854652.23,9.84,2854662.07,2854662.07,19.24,2854681.31,2854681.31,0.01,2854681.32,29.08,29.00,34.48
2854681.32,9.90,2854691.23,2854691.23,19.14,2854710.36,2854710.36,0.01,2854710.37,29.05,29.09,34.38
2854710.37,9.96,2854720.33,2854720.33,19.26,2854739.59,2854739.59,0.01,2854739.60,29.22,29.05,34.42
2854739.60,10.00,2854749.60,2854749.60,19.22,2854768.82,2854768.82,0.01,2854768.83,29.23,29.23,34.22
2854768.83,9.87,2854778.70,2854778.70,19.25,2854797.95,2854797.95,0.01,2854797.96,29.13,29.23,34.21
2854797.96,9.87,2854807.83,2854807.83,19.17,2854827.00,2854827.00,0.01,2854827.01,29.05,29.13,34.33
2854827.01,9.93,2854836.94,2854836.94,19.32,2854856.26,2854856.26,0.01,2854856.27,29.26,29.05,34.42
2854856.27,9.83,2854866.10,2854866.10,19.14,2854885.24,2854885.24,0.01,2854885.25,28.98,29.26,34.18
2854885.25,9.84,2854895.09,2854895.09,19.17,2854914.26,2854914.26,0.01,2854914.27,29.02,28.98,34.51
2854914.27,10.01,2854924.28,2854924.28,19.18,2854943.46,2854943.46,0.01,2854943.46,29.20,29.02,34.46
2854943.47,9.99,2854953.46,2854953.46,19.36,2854972.81,2854972.81,0.01,2854972.82,29.35,29.20,34.25
2854972.82,9.90,2854982.72,2854982.73,19.16,2855001.88,2855001.88,0.01,2855001.89,29.07,29.35,34.07
2855001.89,9.96,2855011.85,2855011.85,19.13,2855030.98,2855030.98,0.01,2855030.99,29.10,29.07,34.40
2855030.99,9.90,2855040.89,2855040.89,19.17,2855060.06,2855060.06,0.01,2855060.07,29.08,29.10,34.37
2855060.07,9.87,2855069.94,2855069.94,19.16,2855089.10,2855089.10,0.01,2855089.11,29.04,29.08,34.39
2855089.11,9.90,2855099.00,2855099.00,19.32,2855118.32,2855118.32,0.01,2855118.33,29.22,29.04,34.44
2855118.33,9.91,2855128.24,2855128.24,19.21,2855147.45,2855147.45,0.01,2855147.46,29.13,29.22,34.22
2855147.46,9.91,2855157.38,2855157.38,19.36,2855176.74,2855176.74,0.02,2855176.76,29.30,29.13,34.33
2855176.76,9.86,2855186.62,2855186.62,19.22,2855205.84,2855205.84,0.01,2855205.84,29.08,29.30,34.13
2855205.84,9.86,2855215.70,2855215.70,19.14,2855234.84,2855234.84,0.01,2855234.85,29.01,29.09,34.38
2855234.85,9.90,2855244.75,2855244.75,19.19,2855263.94,2855263.94,0.01,2855263.95,29.10,29.01,34.47
2855263.95,9.86,2855273.81,2855273.81,19.35,2855293.16,2855293.16,0.01,2855293.17,29.22,29.10,34.37
2855293.17,9.94,2855303.11,2855303.11,19.23,2855322.35,2855322.35,0.01,2855322.35,29.18,29.22,34.22
2855322.36,9.84,2855332.20,2855332.20,19.17,2855351.36,2855351.36,0.01,2855351.37,29.01,29.19,34.26
2855351.37,9.85,2855361.23,2855361.23,19.24,2855380.47,2855380.47,0.01,2855380.47,29.10,29.02,34.46
2855380.48,9.88,2855390.36,2855390.36,19.22,2855409.58,2855409.58,0.01,2855409.59,29.11,29.10,34.36
2855409.59,9.94,2855419.52,2855419.52,19.18,2855438.70,2855438.70,0.01,2855438.71,29.12,29.11,34.35
2855438.71,9.88,2855448.59,2855448.59,19.23,2855467.82,2855467.82,0.01,2855467.82,29.11,29.12,34.34
2855467.83,9.93,2855477.75,2855477.75,19.21,2855496.96,2855496.96,0.01,2855496.97,29.14,29.12,34.35
2855496.97,9.84,2855506.81,2855506.81,19.16,2855525.97,2855525.97,0.01,2855525.98,29.01,29.14,34.32
2855525.98,9.91,2855535.89,2855535.89,19.17,2855555.06,2855555.06,0.01,2855555.07,29.09,29.01,34.47
2855555.07,9.84,2855564.91,2855564.91,19.21,2855584.12,2855584.12,0.01,2855584.13,29.06,29.09,34.38
2855584.13,9.89,2855594.02,2855594.02,19.16,2855613.18,2855613.18,0.01,2855613.19,29.06,29.06,34.41
2855613.19,9.83,2855623.02,2855623.02,19.20,2855642.22,2855642.22,0.01,2855642.23,29.04,29.06,34.41
2855642.23,9.87,2855652.10,2855652.10,19.18,2855671.28,2855671.28,0.01,2855671.29,29.06,29.04,34.43
2855671.29,9.91,2855681.20,2855681.20,19.10,2855700.30,2855700.30,0.01,2855700.31,29.02,29.06,34.41
2855700.31,9.91,2855710.22,2855710.22,19.19,2855729.41,2855729.41,0.01,2855729.42,29.11,29.02,34.46
2855729.42,9.84,2855739.26,2855739.26,19.19,2855758.45,2855758.45,0.01,2855758.46,29.04,29.11,34.35
2855758.46,9.99,2855768.46,2855768.46,19.32,2855787.77,2855787.77,0.01,2855787.78,29.32,29.04,34.44
2855787.78,9.93,2855797.71,2855797.71,19.33,2855817.04,2855817.04,0.01,2855817.05,29.27,29.32,34.11
2855817.05,9.96,2855827.01,2855827.01,19.23,2855846.24,2855846.24,0.01,2855846.25,29.20,29.27,34.17
2855846.25,9.94,2855856.19,2855856.19,19.12,2855875.31,2855875.33,0.01,2855875.34,29.09,29.20,34.25
2855875.34,9.93,2855885.27,2855885.27,19.15,2855904.42,2855904.42,0.01,2855904.43,29.09,29.09,34.37
2855904.43,9.82,2855914.25,2855914.25,19.12,2855933.38,2855933.38,0.01,2855933.39,28.96,29.09,34.38
2855933.39,9.93,2855943.32,2855943.32,19.26,2855962.58,2855962.58,0.01,2855962.59,29.20,28.96,34.53
2855962.59,9.98,2855972.56,2855972.56,19.23,2855991.79,2855991.79,0.01,2855991.80,29.21,29.20,34.25
2855991.80,9.87,2856001.67,2856001.67,19.31,2856020.98,2856020.98,0.01,2856020.99,29.19,29.21,34.23
2856020.99,9.91,2856030.90,2856030.90,19.17,2856050.07,2856050.07,0.01,2856050.08,29.09,29.19,34.26
2856050.08,9.94,2856060.02,2856060.02,19.19,2856079.21,2856079.21,0.01,2856079.21,29.13,29.09,34.37
2856079.21,9.85,2856089.06,2856089.06,19.12,2856108.18,2856108.18,0.01,2856108.19,28.98,29.13,34.33
2856108.19,9.82,2856118.01,2856118.01,19.14,2856137.15,2856137.15,0.01,2856137.16,28.96,28.98,34.51
2856137.16,9.90,2856147.06,2856147.06,19.19,2856166.25,2856166.25,0.01,2856166.25,29.09,28.97,34.52
2856166.25,9.92,2856176.18,2856176.18,19.21,2856195.39,2856195.39,0.01,2856195.40,29.14,29.10,34.37
